,QR Code,veggie,scene,url_scene,season,scientific_name,family,description,sunlight,soil conditions,hardiness,lifecycle,ease of care,foliage colors,foliage texture,tolerates,special characteristics,how to grow,germination temperature,emergence days,seed save time,Maintenance Info,Pests
25,https://drive.google.com/file/d/1qhNduUqaWOsMCWczNdtKsqSLvMyyNtFa/view?usp=sharing,Endive - Belgian,scenea2f3.html,http://www.gardening.cornell.edu/homegardening/scenea2f3.html,Vegetable (Cool Season) - Salad Greens,Cichorium intybus (Belgian endive),Compositae,"Grow the roots like carrots during summer. (They can be ground for a
coffee substitute.) Harvest and store for forcing gourmet “chicons” - 4
to 6-inch spindle-shaped heads or buds -- for winter salads.",full sun,,,annual,difficult,medium green,medium,frost,not native to North America,Propagate by seed , 45 F to 85 F  - 70 F to 75 F is optimum. , 7 to 10 ,Seed can be saved 5 years.,"Direct-seed in early spring, spacing plants 4 to 6 inches apart in rows18 to 24 inches apart. Grow and harvest as you would root crops such ascarrots. Harvest for forcing around first fall frost. Do not delayharvest or forced roots will bolt.Storein damp sand or sawdust near freezing (32 F to 35 F). When ready toforce, rebury upright in soil, sand, sawdust or other media and move todark, cool (50 F to 60 F), humid location with good air circulation.Keep media moist but not too wet. “Chicons” should be ready for harvestin 3 to 4 weeks.",
26,https://drive.google.com/file/d/1ccfunh86_SizzikxlXVVs-O0wCaWgyaf/view?usp=sharing,Endive - Common,scene79ad.html,http://www.gardening.cornell.edu/homegardening/scene79ad.html,Vegetable (Cool Season) - Salad Greens,Cichorium endiva (Endive),Compositae,"Flat-leaved varieties are known as escarole, these cool-season greens
are known for their sharp, bitter taste. More tolerant of heat and cold
than lettuce, frilly-leaved endive makes an attractive addition to
ornamental plantings.","full sun
part shade",,,annual,,,,frost - Light frost in fall enhances flavor.,not native to North America - Mediterranean origin,Propagate by seed , 35 F to 85 F  - 75 F is optimal , 5 to 7 ,Seed can be saved 5 years.,"Like lettuce and other cool-season greens, endive needs short days and cool temperatures.Directseed ¼-inch deep in rows 18 inches apart 2 to 4 weeks before averagelast frost. Make succession plantings for continuous harvest. Thin to 8to 12 inches. For extra-early crops, start seed inside 6 to 8weeks before last frost. Transplant into garden about 2 weeks beforelast frost.To prevent plants from going to seed (bolting), keepthem well-watered and shaded when temperatures are above 75 F. Mulch toretain moisture and suppress weeds.For fall harvests, direct seed in garden about 2 to 3 months before expected fall frost.  Light frost enhances flavor.Blanchheading varieties for a milder flavor. A week or so before harvest,pull outer leaves over head and tie. Make sure leaves are dry to avoidrot. Other blanching alternatives include placing a flower pot over theplant, or covering with a cardboard disk or plastic container.Self-blanching varieties are available. Close plant spacing (about 8inches) encourages self-blanching.",Aphids
27,https://drive.google.com/file/d/1PgB2t4eKYq2AcpHk1JU7VQxrYY1gfsau/view?usp=sharing,Garlic,scene568b.html,http://www.gardening.cornell.edu/homegardening/scene568b.html,Vegetable (Cool Season) - Onion Family,Allium sativum var. sativum and ophiosco,Vegetable (Cool Season) - Onion,"Easy to grow and productive - a pound of cloves can produce 7 to 10
pounds of garlic - the “stinking rose” needs rich, well-drained soil,
full sun and excellent weed control.",full sun,"requires well-drained soil
requires high fertility",,annual,easy,medium green,medium,frost,not native to North America,"Propagate by division or separation - Cloves must be exposed to temperatures below 65 F or they may fail to form bulbs when planted. Plants may produce flowers, but they are usually sterile.",,,,"Garlic prefers cool weather when developing foliage, and warm weatherwhen bulbs enlarge. Fall plantings take about 8 months to mature.Choosea weed-free, well-drained location. Raised beds are ideal. Do not plantwhere other onion family crops have been grown in the past 3 years.InNew York, plant from about the time of first fall frost to earlyNovember. If your soil is loose and well-prepared, you can plant invery early spring, but fall plantings usually yield more.Usingcloves from the supermarket is not recommended. They may carry diseasesor have been treated to discourage sprouting. Most are also fromvarieties that are not well-adapted to New York's climate. Purchasebulbs from mail order suppliers, garden center, or other local source.Breakbulbs apart at planting time, keeping papery husks on the individualcloves. Plant with tips up, 2 inches deep and 4 to 6 inches apart inrows 15 to 24 inches apart. Plant elephant garlic varieties about 3inches deep and 8 to 12 inches apart.Mulch heavily afterplanting to prevent soil heaving - particularly with less-hardyelephant garlic varieties. Roots will begin to grow even thoughtopgrowth may not be evident in late fall and winter. Remove mulch inspring, leaving only what is needed to suppress weeds.For larger bulbs, remove woody flower stalks (scapes) as they appear.  Bulblets at top of scape can be used in cooking.Plantlarge cloves to produce the largest bulbs. Plant smaller cloves atcloser spacings or in patches for harvest as garlic greens. Savelargest bulbs for planting your next crop.",Expect few or no insect problems.
28,https://drive.google.com/file/d/1dwhVXYJc-2p-SLt3WlunsNoSnU6WQ8qo/view?usp=sharing,Kale,scene57dc.html,http://www.gardening.cornell.edu/homegardening/scene57dc.html,Vegetable (Cool Season) - Cabbage Family,Brassica oleracea var. acephala (Kale),Vegetable (Cool Season) - Cabbage,"The tender young leaves from these fast-growing plants can be eaten
raw, or cooked for soup or stir fries. Very cold hardy, harvest can
continue right through snow. Many colored varieties are a fine addition
to ornamental plantings as well as spectacular garnishes.","full sun
part shade",requires well-drained soil,,annual,easy,,,frost - Flavor improved when plants are “kissed” by frost.,not native to North America - Not known in the wild.  Descended from wild Mediterranean kale.,Propagate by seed , 45 F to 85 F  - Will germinate at soil temperatures as low as 40 F. , 4 to 7 ,Seed can be saved 4 years.,"Direct seed about three months before expected fall frost. Plant seeds¼ to ½ inch deep, 1 inch apart in rows 18 to 30 inches apart. Thin to12- to 18-inch spacings. Eat or transplant thinnings.Similarto cabbage and other cole crops, you can also set out transplants inspring 4 to 6 weeks before average last frost, 12 inches apart, rows 18to 24 inches apart.Doesn't seem to be as troubled by pests asmost other cole crops. Use floating row covers to help protect fromearly insect infestations.To help reduce disease, do not plant kale or other cole crops in the same location more than once every three or four years.",CutwormCabbage loopersCabbagewormsFlea beetlesCabbage root maggots Cabbage aphidsSlugs and snailsNematodesUsually not as susceptible to pest damage as other cole crops.
29,https://drive.google.com/file/d/15LVeN_VMgAVeoBPrdYSAXsM4p51Y5rQ6/view?usp=sharing,Kohlrabi,scene1357.html,http://www.gardening.cornell.edu/homegardening/scene1357.html,Vegetable (Cool Season) - Cabbage Family,Brassica oleracea var. gongylodes,Vegetable (Cool Season) - Cabbage,"This cool-season cole crop produces a turnip-flavored swollen stem in
as little as 6 weeks. In addition to spring crops, you can tuck in
transplants or sow seeds anywhere space becomes available in summer.
The bizarre alien-from-outer-space appearance makes it an eye-stopper
in ornamental plantings, too.",full sun,requires well-drained soil,,annual,easy,,medium,frost - Freezing temperatures may cause plants to bolt.,not native to North America - Not known in the wild.  Descended from wild European cabbage or kale.,Propagate by seed , 45 F to 85 F  - Will germinate at soil temperatures as low as 40 F. , 4 to 7 ,Seed can be saved 4 years.,"Prefers cool weather - in the 60s F -- but can be grown throughout theseason in most of New York. Plants are sensitive to cold. Briefexposure to freezing temperatures can cause plants to bolt. A week oftemperatures below 50 can also induce flowering.Begindirect-seeding about a month before last frost. Plant about ½ inch deepand 1 inch apart in rows 12 inches apart. Thin to about 6-inch spacings.For fall harvest, transplant or direct-seed into garden in summer as space becomes available.",CutwormCabbage loopersCabbagewormsFlea beetlesCabbage root maggots Cabbage aphidsSlugs and snailsNematodes
30,https://drive.google.com/file/d/1wv-K9yY1G9frA92TxR2aJFvwa5Cww3bi/view?usp=sharing,Leeks,scene43f8.html,http://www.gardening.cornell.edu/homegardening/scene43f8.html,Vegetable (Cool Season) - Onion Family,Allium ampeloprasum,Vegetable (Cool Season) - Onion,"Milder flavored than most other onion-family crops, you can mulch long-season varieties in fall for winter and spring harvest.","full sun
part shade","requires well-drained soil
requires high fertility",,annual,moderately difficult,,medium,frost - More frost-tolerant than other cultivated onions.,"not native to North America - Cultivated in Egypt more than 4,000 years ago.",Propagate by seed , 45 F to 95 F  - Peak germination around 77 F. , 5 to 7 ,Seed can be saved 3 years.,"Choose a weed-free, well-drained location. Raised beds are ideal. Leeksare good for intercropping with other garden plants, especiallyearly-maturing spring greens. Do not plant where other onion familycrops have been grown in the past 3 years.You can direct-seed leeks, or start transplants indoors.  Long-season varieties are best started indoors.Starttransplants about 8 to 10 weeks before last frost date. Sow seeds inflats about ¼ inch apart and ½ inch deep. Transplant to cell-typecontainers when they are about 2 inches tall. If you skip this step andcontinue growing in open flats, simply tease apart and trim roots whentransplanting into the garden. Around the average last day offrost, set hardened-off transplants 4 to 8 inches deep, 4 to 6 inchesapart, in rows 20 inches apart. Deep planting reduces need for hillingto blanch the base of the plants. Transplants should be about 6 to 12inches tall - the bigger, the better. Only a few inches of leaf need toshow above the soil.Direct seed about 4 weeks before averagelast frost ½ inch deep, 1 inch apart, in rows 20 inches apart. Thin to4 to 6 inches apart. Hill or mound soil around stems severaltimes to blanch as leeks grow. (A single large hilling while plants areyoung can cause them to rot.) Or, place a portion of cardboard papertowel center around the lower part of the stem.Leeks haveshallow root systems and need consistent moisture and good weedcontrol. Water weekly if weather is dry, and mulch to retain moistureand suppress weeds.",Onion maggot - Use floating row covers to prevent infestations.Thrips
31,https://drive.google.com/file/d/11U3jMHw0a70UomnDlbOIDMyAR9EUhMfr/view?usp=sharing,Lettuce,scene9aa6.html,http://www.gardening.cornell.edu/homegardening/scene9aa6.html,Vegetable (Cool Season) - Salad Greens,Lactuca sativa,Asteraceae,"With the variety of colors, shapes and flavors available, your salads
may never be the same. Lettuce is adapatable to many growing
conditions, but likes it cool - around 60 F to 65 F. Grow in spring and
fall, and slow bolting by shading summer crops.","full sun
part shade",requires well-drained soil,,annual,easy,,medium,frost - Will withstand light to moderate frost.  Hardened seedlings more tolerant than mature plants.,"not native to North America - Mediterranean origin.  Was cultivated by Egyptians 6,500 years ago.",Propagate by seed , 40 F to 85 F  - Seed can go dormant at high temperatures.  Best germination is below 70 F. ," 7 to 14  - Germinates in about a week at 50 F, 2 days at 70 F. ",Seed can be saved 1 year.,"Direct seed or transplant in early spring, as soon as you can work thesoil. To get an early start, prepare beds the previous fall by workingin manure or compost and raking smooth to leave a fine seedbed.Direct-seeding:Sow seed 1/8 inch deep, 1 inch apart in rows 12 to 18 inches apart.When plants have two or three true leaves, thin to 12-inch spacings forcrisphead varieties, 6 to 10 inches for other types. You can alsolightly broadcast seed (particularly of looseleaf varieties) in a patchinstead of a row.Transplants: Sow in 1-inch cells 3 to 4weeks before transplanting outside. Harden seedlings by reducing waterand temperature for 3 days before transplanting. Hardened plants shouldsurvive 20 F. Space crisphead transplants 12 inches apart in rows 18inches apart. Space other varieties 6 to 10 inches apart in rows 12 to18 inches apart.Seeds need light to germinate, so do not plant too deep.Make succession plantings every week or two.  Grow several varieties with different maturity dates for a continuous supply. Lettucehas a shallow root system. Keep soil moist to keep plants growingcontinuously. Mulch to retain moisture and suppress weeds (unless slugsare a problem). Moisture stress and high temperatures,particularly at night, encourage bolting. As the season progresses,plant more bolt-resistant varieties. Locate plants where they will bepartially shaded by taller nearby plants, latticework or other screen.Userow covers to protect very early plantings from cold, to protect youngplants from insects, and (supported by hoops) to shade crops when warmweather arrives.For fall crops, time maturity around time of first expected frost.  Mature plants aren’t as tolerant of freezing as seedlings.",AphidsLeafminersLeafhoppers Cabbage loopersCutwormsWireworms Slugs
32,https://drive.google.com/file/d/1Rv-x4C30pO6hC6rYkOyOKb5MWM6iJ0s3/view?usp=sharing,Melons,scene144a.html,http://www.gardening.cornell.edu/homegardening/scene144a.html,Vegetable (Warm Season) - Cucurbit,Cucumis melo,Cucurbitaceae,"Heat-loving melons can be a challenge to grow in cooler regions of New
York. To increase success, choose short-season varieties, start them
inside, warm soil with black plastic or IRT mulch, and protect young
plants with fabric row covers.",full sun,requires high fertility,,annual,moderately difficult,medium green,coarse,,"not native to North America - Origins uncertain.  Has been cultivated since ancient time in Asia, West Africa and Mediterranean regions.",Propagate by seed , 60 F to 95 F , 3 to 5  - In very warm (90 F) soil.  About 10 days at 70 F. ,Seed can be saved 4 years.,"If you have long, hot growing seasons direct-seed into garden. Toensure ripening in areas with shorter growing seasons and coolerweather, choose fast-maturing varieties, start plants inside, use blackor IRT plastic mulch to warm soil and use fabric row covers to protectplants.Direct-seed1 to 2 weeks after average last frost when soil is 70 F or warmer.Plant ½ inch deep, 6 seeds per hill, hills 4 to 6 feet apart; or 1 footapart in rows 5 feet apart. Can plant at closer spacings if trellised.Thin to 2 to 3 plants per hill.For transplanting, sow seedsindoors ¼ inch deep in peat pots (2-inch square or bigger), 2 to 4weeks before setting out. Plants should have one or two true leaveswhen transplanted. Transplant at same spacings as direct-seededcrops - 2 to 3 plants per hill in hills spaced 4 to 6 feet apart, or 1to 2 feet apart in rows 5 feet apart. Transplants are delicate androots are sensitive to disturbance. If you need to thin, use scissors.Keep soil intact around plant when transplanting.Mulch plants after soil has warmed to help maintain consistent moisture and suppress weeds.If using fabric row covers, remove at flowering to allow pollination by bees.  Good pollination is critical to fruit set.Plantsrequire consistent moisture until pollination. Once fruits are aboutthe size of a tennis ball, only water if soil is dry and leaves showsigns of wilting.To prevent insect damage to developing fruits, place melons on pots or pieces of wood. Ifgrowing melons on a trellis, support fruit with slings made fromnetting, fabric, or pantyhose. Trellising improves air circulationaround plants and can help reduce foliar disease problems. Choosesmall-fruited varieties and reduce plant spacing.For largeplantings, leave a strip of rye cover crop every second or third rowperpendicular to prevailing winds to protect plants from damaging wind.Toreduce insect and disease problems, avoid planting cucumber familycrops (melons, squash, pumpkins) in the same spot two years in a row.",Striped or spotted cucumber beetles - Construct tents of fine nettingor cheesecloth or use floating row cover over young plants. Put inplace at planting and remove at flowering. Control beetles to preventbacterial wilt.Aphids- A hard stream of water can be used to remove aphids from plants. Washoff with water occasionally as needed early in the day. Check forevidence of natural enemies such as gray-brown or bloated parasitizedaphids and the presence of alligator-like larvae of lady beetles andlacewings.Squash vine borer - Cut open vines and remove by hand.Squash bugs - Handpick. Bury or compost plant residues after harvest.Fleabeetles - Use row crop covers to help protect plants from early insectdamage. Put in place at planting and remove at flowering. Control weeds.
33,https://drive.google.com/file/d/17a1_a0SqLZi5wrbbXQVoo4ojauZrsg5a/view?usp=sharing,Mizuna,scene46c5.html,http://www.gardening.cornell.edu/homegardening/scene46c5.html,Vegetable (Cool Season) - Cabbage Family,Brassica rapa var. Japonica,Vegetable (Cool Season) - Cabbage,"This Asian green is prized for its mild flavor in salads and stir
fries, heat- and cold-tolerance, and fine leaves that form an
attractive rosette.","full sun
part shade",requires well-drained soil,,annual,easy,medium green,fine,frost,,Propagate by seed , 45 F to 85 F  - Will germinate at soil temperatures as low as 40 F. , 4 to 7 ,Seed can be saved 4 years.,"From early spring to late summer, sow seeds ¼ to ½ inch deep, 1 inch apart in rows 18 inches apart.  Thin to 6-inch spacings.Plant every 2 weeks for continuous harvest.Use floating row covers to help protect from early insect infestations.To help reduce disease, do not plant mizuna or other cole crops in the same location more than once every three or four years.",Flea beetlesWhite fliesAphidsMizunagenerally suffers less insect damage than other cole crops. Usefloating row covers to prevent early season infestations. 
34,https://drive.google.com/file/d/19NgTVEW1R7KhDtY0ZIR6y1K6_IsmPNfG/view?usp=sharing,Mustard Greens,scene2b9a.html,http://www.gardening.cornell.edu/homegardening/scene2b9a.html,Vegetable (Cool Season) - Cabbage Family,Brassica juncea,Vegetable (Cool Season) - Cabbage,"This cool-season green adds a peppery zing to salads, and makes an
attractive addition to ornamental plantings. When plants bolt, harvest
flowers and seedpods for salads, too.","full sun
part shade",requires well-drained soil,,annual,easy,,medium,frost - Tolerates light frost.,,Propagate by seed , 45 F to 85 F  - Will germinate at soil temperatures as low as 40 F. , 4 to 7 ,Seed can be saved 4 years.,"From early spring to late summer, sow seeds ¼ to ½ inch deep, 1 inchapart in rows 6 to 8 inches apart. Thin to 6-inch spacings for smallervarieties, or up to 18 inches for large ones. Plantevery 2 weeks for continuous harvest. Some plantings may bolt quicklyin response to increasing temperatures and day length. Hightemperatures and lack of moisture increase peppery taste.Use floating row covers to help protect from early insect infestations.To help reduce disease, do not plant mustards or other cole crops in the same location more than once every three or four years.",Flea beetlesWhite fliesAphidsMustardsgenerally suffer less insect damage than other cole crops. Use floatingrow covers to prevent early season infestations. 
35,https://drive.google.com/file/d/1gqbkTlBAXlFe5OwWgmG3xPpHsXOAG9Hv/view?usp=sharing,Onions - Common,scene4983.html,http://www.gardening.cornell.edu/homegardening/scene4983.html,Vegetable (Cool Season) - Onion Family,Allium cepa var. cepa,Vegetable (Cool Season) - Onion,"Whether harvested early for scallions (green onions), for summer meals,
or winter storage, onions need rich, well-drained soil and good weed
control. Tightly spaced green onions fit well in ornamental plantings.",full sun,"requires well-drained soil
requires high fertility",,annual,moderately difficult,medium green,medium,frost,not native to North America - Unknown in wild.  Probably originated in the Middle East or Asia.,"Propagate by seed - To grow your own onion sets, sow seeds thickly in a block in midsummer. About 2 months after planting, roll down the tops, forcing the plants to form small bulbs. (Those about the size of a dime work best.) After tops dry, clip them off, leaving about ½ inch of stem. Cure and store in a cool, dry place as you would onions for eating. Plant your sets the following spring.", 45 F to 95 F , 4 to 5 ,"Seed can be saved 1 year.  - Longer if stored properly in cool, dry location.","Can be direct-seeded, grown from transplants started inside, or fromsets -- small bulbs about ½-inch in diameter grown from seed theprevious season. Choosea weed-free, well-drained location. Raised beds are ideal. Onions aregood for intercropping with other garden plants, especiallyearly-maturing spring greens. Do not plant where other onion familycrops have been grown in the past 3 years.Direct-seeding in thegarden may not allow enough time for long-season varieties to mature,but is fine for shorter-season varieties or for scallions - onionsharvested before the bulb forms.Direct-seed in spring when thesoil reaches 50 F. Plant seed ¼ inch deep, ½ inch apart, in rows 12 to18 inches apart. Thin to 4-inch spacings for large bulbs, 2-inchspacings for smaller bulbs but higher yields, or 1-inch spacings forscallions.Start transplants inside about 8 to 10 weeks beforelast frost date. Plant 4 or 5 seeds in each cell, or seed in flats ¼inch deep and ½ inch apart. If tops grow too tall and begin to droop,trim back to about 3 inches tall with scissors. After hardening off,transplant 2 to 4 weeks before last frost date. Space 4 inches apartfor large bulbs, 2 inches apart for smaller bulbs, or 1 inch apart forscallions.From sets:   Choose bulbs no largerthan ¾ inch in diameter. Large bulbs are more prone to bolting. Plantsets about 1 inch deep 2 to 4 weeks before last frost date. Space 4inches apart for large bulbs or 2 inches apart for smaller bulbs.Onionshave shallow root systems and need consistent moisture and good weedcontrol. Water weekly if weather is dry, and mulch to retain moistureand suppress weeds.",Onion maggot - Locate new plants in a part of the garden different fromprevious year's location. Use floating row covers to preventinfestations.Thrips
36,https://drive.google.com/file/d/1GkTpvqqc4KHUlED5RnaCA4i2ZuvkMH2C/view?usp=sharing,Onions - Egyptian,scene18b1.html,http://www.gardening.cornell.edu/homegardening/scene18b1.html,Vegetable (Cool Season) - Onion Family,Allium cepa var. proliferum,Vegetable (Cool Season) - Onion,"Similar to shallots - but with a much stronger flavor - this perennial
allium produces numerous bulbs below ground, and as a bonus forms
clusters of sets for replanting on its stalk.","full sun
part shade",requires well-drained soil,5 to 9,perennial,easy,medium green,medium,frost,not native to North America - Middle East origin,Propagate by division or separation- Divide clumps in late summer and/or plant bulblets that form on stalk.Rarely produces seed.,,,,"Plant bulblets that form on stalk in summer, or allow them to self-sow.Mulch plantings to prevent heaving in winter.Divide mother plant every few years.",Slugs
37,https://drive.google.com/file/d/1egK6LWSiKeDerNFoMk8B4viY3zZR-VRb/view?usp=sharing,Orach,scene80ea.html,http://www.gardening.cornell.edu/homegardening/scene80ea.html,"Vegetable (Cool Season) - Salad Greens, 



	







Vegetable (Warm Season) - Salad Greens",Atriplex hortensis,Chenopodiaceae,"Touted as a warm-season alternative to spinach, orach is actually a
cool-season plant that just doesn’t go to seed (bolt) as quickly as
spinach. Harvest leaves that are less-bitter than spinach into the
summer. Red varieties in particular make good ornamental plants, though
can reach 4 to 6 feet tall.","full sun
part shade",tolerates droughty soil,,annual,easy,,medium,"frost - tolerates moderate frost



	




	salt",not native to North America - Western Asia and Mediterranean origin.  Has been naturalized in much of North America.,Propagate by seed- Each husk from plants contains a single seed. , 50 F to 65 F , 7 to 14 ,Seed can be saved 5 years.,"While touted as a warm-season alternative to spinach, orach is acool-season plant that is most productive and flavorful when grown inspring and fall. It is more tolerant of both heat and cold thanspinach. Harvest can continue into summer after spinach has gone toseed (bolted).About 2 to 3 weeks before last frost, sow seed ¼ to ½ inch deep, 2 inches apart, in rows 12 to 18 inches apart.Harvesttightly spaced plants when 4 to 6 inches tall, cutting them an inch ortwo above the soil in ""cut and come again"" style. Or thin plants atthis height to 6- to 18-inch spacings, eating the thinnings.Continueto harvest young leaves from older plants as they mature, leaving theolder leaves to help sustain the plants. Pinch off flower buds toencourage branching and more young, vegetative growth.Make succession plantings until weather warms.  Make mid-summer plantings for fall harvest.",Aphids - A hard stream of water can be used to remove aphids fromplants. Wash off with water occasionally as needed early in the day.Check for evidence of natural enemies such as gray-brown or bloatedparasitized aphids and the presence of alligator-like larvae of ladybeetles and lacewings. 
38,https://drive.google.com/file/d/1glgjERoqu-TXNhZx7o7EZ7ERllByvD8M/view?usp=sharing,Pak Choy,scene0bdf.html,http://www.gardening.cornell.edu/homegardening/scene0bdf.html,Vegetable (Cool Season) - Cabbage Family,Brassica rapa var. chinensis,Vegetable (Cool Season) - Cabbage,"No matter how you spell it, pak choy’s mild flavor is a must for stir
fries. It’s not as finicky about heat and cold as Chinese cabbage, and
the striking white petioles and green leaves make it a must for edible
landscaping.","full sun
part shade",requires well-drained soil,,annual,moderately difficult,,medium,"frost - Spring crops may bolt prematurely if young plants are exposed
to frost or a week of nighttime temperatures below 50 F. Wait until
after last frost date to direct seed or transplant out.","not native to North America - Not known in the wild.  Probably developed from selections of oil seed varieties in China about 2,000 years ago.",Propagate by seed , 50 F to 80 F , 4 to 7 ,Seed can be saved 4 years.,"While not as sensitive to heat and cold as Chinese cabbage, springcrops may bolt prematurely if young plants are exposed to frost or aweek of nighttime temperatures below 50 F. Wait until after last frostdate to direct seed or transplant out.Starttransplants inside 4 to 6 weeks before last frost date. Transplant 6 to12 inches apart in rows 18 to 30 inches apart. Use the closer spacingsfor smaller varieties.Plant direct-seeded spring crops ¼ to ½inch deep and about 1 inch apart in rows 18 to 30 inches apart. Thin to6- to 12-inch spacings. Use thinnings in salads.For fall crops,direct seed ¼ to ½ inch deep in rows 18 to 30 inches apart in summer.Thin to 6- to 12- inch spacings. Or set transplants out at 6- to12-inch spacings 4 to 6 weeks before first frost.Mulch fall crops heavily and provide adequate moisture to avoid premature bolting.",
39,https://drive.google.com/file/d/1-k57hn1MmIfTk1vX51W2KSvre8lcaP6H/view?usp=sharing,Parsnips,scenef2eb.html,http://www.gardening.cornell.edu/homegardening/scenef2eb.html,Vegetable (Cool Season) - Parsley Family,Pastinaca sativa,Vegetable (Cool Season) - Parsley,"Perhaps the hardiest of all garden crops, parsnips don’t develop their
sweet, nutty flavor until after enduring frosts and cold weather in
fall. Can be overwintered for harvest as soon as soil thaws in spring.","full sun
part shade",requires well-drained soil,,annual,moderately difficult,medium green,medium,frost,not native to North America - Mediterranean origin.,Propagate by seed , 50 F to 85 F , 10 to 21  - Germination may take as long as 3 to 4 weeks with soil temperature at 50 F. ,Seed can be saved 1 year.  - Seed does not store well.,"Sow seeds ½ inch deep, 1 inch apart, in rows 18 to 24 inches apart, inearly spring.   Seeds germinate slowly, usually in about2 to 3 weeks (longer in cold soils). To speed germination, keep soilmoist. Sow along with radishes to break soil crust and mark row.Thin to 3- to 4-inch spacings.  Trim instead of pulling to avoid disturbing roots of remaining plants.Mulch to suppress weeds and retain moisture.Hill soil around base of plants to prevent greening of root shoulders.",Avoid planting on ground that was in sod the previous season. Use fabric covers to exclude insects.Carrot weevil - Clean up garden debris in autumn. Beneficial nematodes are available. Apply as directed on label.Leafhopper - Leafhoppers spread disease. No cultural control is available.
40,https://drive.google.com/file/d/1pECpOIN3WwJO475R9Yp8JG5KPuoEPy87/view?usp=sharing,Peas,scene9697.html,http://www.gardening.cornell.edu/homegardening/scene9697.html,Vegetable (Warm Season) - Other,Pisum sativum,Leguminosae,"Like sweet corn, peas are at their tastiest immediately after harvest.
Whether you choose shell or edible-pod peas, they grow best during
spring and early summer when temperatures are between 60 F to 75 F.","full sun
part shade",requires well-drained soil,,annual,easy,,fine,"frost - Can tolerate moderate freezes. Less sensitive to freezing in
spring than in fall. Light damage to shoots can actually encourage more
secondary shoots and result in more pods per plant.","not native to North America - Domesticated by Neolithic farmers in the Near East at least 8,000 to 9,000 years ago.",Propagate by seed , 40 F to 85 F  - Optimum around 75 F. , 9 to 13  - 9 days when soil is 60 F.  13 days at 50 F.   May take as long as 4 to 5 weeks at 40 F. ,Seed can be saved 3 years.,"Sow seed in spring as soon as you can work the soil - as early as lateMarch or early April depending on how quickly the soil warms and dries.Peas planted in cold soil (40 F) are slow to germinate. Later plantingsmade when the soil is warmer (60 F or more) often catch up quickly withearlier plantings. Use raised beds if your soil is slow to drain.Makeadditional plantings through early- to mid- May, or plant varietieswith different maturity dates to increase the harvest period.Plantseeds 1 to 2 inches deep, 1 to 4 inches apart in rows 18 inches apart.Or sow about 1 inch apart in a 3-inch-wide band (about 25 seeds perfoot).   Shallow planting is best when soils are cooland wet. Plant deeper if soil is dry. A quick way to seed is to make afurrow or trench with a hoe, place seed in the furrow, cover and firm.Do not thin.Erect trellis for tall-growing, vining types atplanting using chicken wire, brush or other suitable trellis material.If trellising, increase row spacing to 4 to 6 feet.Keep soil moist, but avoid heavy watering during flowering, which can interfere with pollination.  Intercroppeas with fast-growing cool-season crops such as spinach or radishes.After final harvest, follow with late squash plantings orfall-harvested cool-season crops such as broccoli, leeks or potatoes.Sowfall crops about 8 to 10 weeks before first frost date. Fall crops canbe disappointing if hot weather persists. Powdery-mildew-resistantvarieties are best for fall crops.Do not use high-nitrogenfertilizers. Too much nitrogen will result in lush foliage but poorflowering and fruiting. Inoculation with rhizobia bacteria may bebeneficial if peas have not been grown in the past.Do not plantpeas in the same place more than once in every 4 years. Avoid plantingwhere in places where peas have suffered before from root rot.",Aphids - A hard stream of water can be used to remove aphids fromplants. Wash off with water occasionally as needed early in the day.Check for evidence of natural enemies such as gray-brown or bloatedparasitized aphids and the presence of alligator-like larvae of ladybeetles and lacewings.Seedcorn maggot - Avoid heavy manure or organic matter in the garden as they attract maggot flies and encourage egg laying.
